Images,Spell Name,Page,Source,Foundry Tag,Unnamed: 5,Tag ABRV,Tag,Theme,Class,New Class,Subclass,Level,School,School ABRV,Description,Notes,Clarification,Table,Scaling,Scaling Level,Scaling Modifier,Scaling Effect,Scaling Dice Count,Scaling Dice Type,Fixed Value,Flavor,Alternative Flavor,Quotes,Anomaly Effect,Modifier Details,Modifier Type,Modifier Subtype,Modifier Dice Count,Modifier Dice Type,Modifier Fixed Value,Modifier Use Primary Stat,Modifier Duration,Modifier Duration Unit,Damage,Damage Type,Old Damage Type,Old Type,Condition,Saving Throw,Success,Fail,Skill Check,Ability Check,DC,Ritual,Techno Magic,Casting Time,Casting Unit,Casting Type,Trigger,Duration,Duration Type,Duration Amount,Duration Unit,Up To,Concentration,Range,Range Type,Range Unit,Range Distance,Area,Area Type,Area ABRV,Area Unit,Area Distance,Components,Components ABVR,Component Description (Material),Component Description (Somatic),Component Description (Verbal),Terrain,Terrain Effect,Consecrated / Desecrated,Cost,Acquisition Note,Permit,Blood Pact,Blood Pact Effect,Arcane Strain,References SRD,Image Url,DDB,WA,LLM Class
,Gourds and Wharfs,0.0,ORIO,Modifies AC,Modifies AC,MAC,"Mispelled, BETA",,"Bard, Druid, Paladin","Architect, Judge",Chrono- Thanatology,1st-level,Conjuration,C,"You summon a whimsical assortment of decorative gourds accompanied by a miniature wooden dock at a point within range. The purpose of this spell is unclear, lost to time, yet oddly charming.

Roll a d6 to determine the precise effect:",,,"| d6 | Summon Result |
|---- |------------------------------------------------------------------------------- |
| 1 | A harmless pile of decorative gourds appears. |
| 2 | Gourds appear and burst into harmless, colorful sparks. |
| 3 | A small wooden dock appears precisely 10 feet away from the target point. |
| 4 | A small wooden dock appears with a tiny boat gently bobbing at its side. |
| 5 | A talking scarecrow briefly appears, makes an obscure remark, and vanishes. |
| 6 | A single, massive pumpkin (large enough to provide half- cover) appears. |","At Higher Levels (Scaling):
When cast using a higher- level spell slot, the conjured objects become larger and potentially more practical:

Spell Slot Level
Enhanced Effect
2nd-level
The dock or gourds are large enough to serve as half- cover.
3rd-level
You summon an actual wooden pier segment or a large pumpkin capable of sheltering one medium- sized creature.
4th-level or higher
You conjure a fully functional pier and rowboat, or an enormous pumpkin capable of sheltering several creatures comfortably.",,,,,,,"A partially burned A.S.T.R.A.L. manuscript mentions a long- abandoned festival involving pumpkins, piers, and confusing folk traditions. The context is lost, leaving only playful chaos.",,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,30 feet,Point,30.0,Feet,,,,,,"Somatic, Material, Verbal","V, S, R",a pumpkin seed or small piece of driftwood,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/gourds%20and%20wharfs.png,3137344.0,,Bard
,Grand Provision,5.0,ORIO,"Summons Creature, Grants Advantage","Summons Creature, Grants Advantage",SMN,,,,,,5th-Level,Conjuration,C,You conjure a lavish spread of nourishing food and drink. Up to twelve creatures can partake. A creature that spends at least 10 minutes eating regains 2d8 hit points and gains advantage on Constitution saving throws for 1 hour.,,,,,,,,,,,,,,,gains advantage on Constitution saving throws for 1 hour,4.0,3.0,,,advantage,,1,3.0,2d8,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,,Self,Point,,Self,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,,,,"Bard, Cleric, Paladin, Sorcerer, Wizard"
,Grasp of the Unseen,0.0,ORIO,Affects Objects,Affects Objects,OBJ,,,"Wizard, Sorceror",Cultist,,0-Cantrip,Conjuration,C,"A spectral, invisible hand momentarily grips an object or creature within range.

- If the target is a creature, it must succeed on a Strength saving throw against your spell save DC or have its speed reduced to 0 until the start of its next turn.
- If the target is an unattended object, you can pull it 10 feet toward you or away from you.

The hand disappears immediately after the effect occurs.",,,,,,,,,,,,,,,creature must succeed on a Strength saving throw against your spell save DC,4.0,1.0,,,DC,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 rounds,,1.0,Rounds,False,False,10 feet,Point,10.0,Feet,,,,,,Somatic,S,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/grasp%20of%20the%20unseen.png,3137345.0,,"Sorcerer, Warlock"
,Gravity Bubble,0.0,ORIO,"Summons Creature, Affects Objects, Grants Advantage","Summons Creature, Affects Objects, Grants Advantage",SMN,"Unhinged, BETA",,"Sorceror, Wizard, Warlock",Anomalous,,5th-level,Transmutation,T,"You conjure a shimmering sphere of distorted Loom-force, 10 feet in radius, centered on a point within range. Within this bubble, the Loom’s pull fractures, causing gravity to reverse, tilt, or unravel entirely as spatial law momentarily forgets its direction.

On Casting:
All creatures in the area must make a Dexterity saving throw. On a failure, a creature is hurled 20 feet straight upward, falling back down unless it can catch itself or land safely, taking 2d6 bludgeoning damage upon descent. On a success, the creature stabilizes within the warped field but floats unsteadily, suffering disadvantage on Strength and Dexterity checks until it exits the area.

Ongoing Effects:
While you maintain concentration, at the start of each of your turns, roll a d4 to determine how the Loom reasserts itself within the sphere:

• 1 – Upward Surge: Gravity inverts. Creatures must make a Dexterity saving throw or be lifted again.
• 2 – Lateral Shear: Gravity pulls sideways to the caster’s left. Creatures are thrown 10 feet in that direction, potentially colliding with surfaces.
• 3 – Loom Compression: Gravity briefly doubles. All movement within the sphere is halved, and unsecured objects slam downward, dealing 1d6 bludgeoning damage.
• 4 – Weightless Lull: Gravity dissolves entirely. Creatures float freely and cannot take reactions until the start of their next turn.

Creatures that remain inside the sphere suffer constant spatial disorientation, giving them disadvantage on ranged attack rolls and Dexterity saving throws while within the area.",,,"| d4 Roll | Gravity Surge Effect |
|--------- |--------------------------------------------------------------------------------------- |
| 1 | Upward – Creatures must make a Dexterity save or be lifted again. |
| 2 | Sideways (caster’s left) – Creatures are thrown 10 feet to the side, potentially colliding with surfaces. |
| 3 | Downward Surge – Gravity doubles briefly; all movement is halved and unsecured objects slam to the ground (1d6 damage). |
| 4 | Zero- G Lull – Creatures float freely, unable to take reactions until the start of their next turn. |","If cast using a 7th-level spell slot or higher, the gravitational direction changes at the start of every creature’s turn instead of only the caster’s.",,,,,,,"Deep within the catacombs of Old Concord, the walls bear carvings of Reversed Gravity Bubble. The inscriptions shift when unobserved, as if the stone itself is trying to remember something it once forgot.

Some scholars believe that Reversed Gravity Bubble was not invented, but rather discovered—a piece of an equation written in the bones of the world itself.",,,"When casting this spell, roll a d20. On a result of 15 or higher, reality ripples strangely. Loose objects in a 60- foot radius briefly levitate an inch off the ground, then drop.",must make a Dexterity saving throw,4.0,2.0,,,,,,,2d6,,,bludgeoning,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,True,30 feet,Point,30.0,Feet,10- foot- radius sphere,Sphere,S,10.0,"Radius, Sphere","Verbal, Somatic, Material","V, S, R",A drop of mercury,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/gravity%20bubble.png,3137471.0,,"Sorcerer, Wizard"
,Greaseproof Grip,1.0,ORIO,"Requires Sight, Affects Objects, Grants Advantage","Requires Sight, Affects Objects, Grants Advantage",SGT,,,,,,1st-Level,Transmutation,T,"Choose a creature you can see within range. For the duration, the target has advantage on ability checks and saving throws made to hold objects, resist being disarmed, or avoid dropping items.",,,,,,,,,,,,,,,has advantage on ability checks,5.0,,,,advantage,,1,2.0,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,,Minutes,False,,Touch,Point,,Touch,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,,,,"Artificer, Ranger, Sorcerer, Warlock"
,Great Severance of the Lattice,0.0,ORIO,"Modifies AC, Creates Light","Modifies AC, Creates Light",MAC,Grid,,Druid,Architect,,9th-level,Evocation,V,"You unravel the unseen lattice that sustains light, signal, and structured power across a vast area up to 1 mile in radius. All illumination, sustained conduits, and dependent systems collapse into silence. Magical effects reliant on continuous channels or structured networks are suppressed for the duration, leaving the region eerily inert, as though its connective veins have been cut.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,False,1 mile,Point,1.0,,,,,,,"Verbal, Somatic, Material","V, S, R",a power relay,,,,,,,Unregistered use of this spell is categorized as an act of digital terrorism.,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/great%20severance%20of%20the%20lattice.png,3137202.0,,"Wizard, Sorcerer"
,Grounded Ward,0.0,ORIO,Creates Light,Creates Light,LGTS,"Buff, Terrain, BETA",,Druid,Architect,,0-Cantrip,Abjuration,A,"You attune yourself to the insulating qualities of the terrain beneath your feet, drawing its resistance into the surrounding Weft. For the duration, you gain resistance to electric damage, halving any such damage taken from spells, traps, or environmental effects.

The ward functions only while you remain in contact with a suitably insulating surface, its protection felt as a steady hum that disperses incoming energy harmlessly through the ground. As your mastery deepens, the ward holds longer and steadies your stance against lightning-born forces, allowing you to resist not only the damage, but the shock of impact itself.",,,,"- 5th Level: The spell’s duration increases to 1 minute, allowing you to maintain the resistance for longer.
- 11th Level: You gain advantage on saving throws against lightning- based effects while the spell is active.",,,,,,,"The floor beneath you vibrates with a subtle hum as the air around you shimmers. With a swift motion, you tap into the insulating magic of the rubberized surface beneath, creating a protective barrier that shields you from incoming electric currents. The warmth of the shield pulses around you, and for the duration, any lightning strikes are absorbed by the magical field, leaving you unharmed.",,,,halves any electric damage taken,3.0,,1,,-50%,,1,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 rounds,,1.0,Rounds,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic, Terrain","V, S, T",,,,Rubberized Flooring,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/grounded%20ward.png,3137363.0,,"Druid, Ranger"
,Grubby Learn-Fists,0.0,ORIO,"Modifies AC, Affects Objects, Grants Advantage","Modifies AC, Affects Objects, Grants Advantage",MAC,"Mispelled, BETA",,Wizard,"Parascientist, Celebrity, Anomalous",,1st-level,Abjuration,A,"Your hands are suddenly overcome with a thirst for knowledge. They twitch with magical awareness and autonomously seek out tools, books, and unfamiliar objects with unsettling eagerness.

For the duration, your hands gain proficiency with one tool, weapon, or instrument of your choice. If you are already proficient, you instead gain advantage on ability checks using that item.

At the start of each of your turns, make a Wisdom saving throw (DC 10). On a failure, your hands act independently for that round. They might:
- Grab random items
- Gesture wildly
- Drop what you’re holding
- Or attempt to use the new skill without your consent (DM’s choice)

If cast using a spell slot of 2nd level or higher, you may gain one additional proficiency per level above 1st (your hands learn more—but also grow harder to control).",,,,"If cast using a spell slot of 2nd level or higher, you may gain one additional proficiency per level above 1st (your hands learn more—but also grow harder to control).",,,,,,,The spell was banned from several universities after a scroll archive was completely ransacked by enchanted fingers.,,,,gains advantage on ability checks using the chosen item,5.0,,,,advantage,,,,,,,,,,,,,,10,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,self,Point,,Self,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/grubby%20learn-fists.png,3137346.0,,Bard
,Gut Instinct,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,,,"Ranger, Sorceror, Paladin",Operative,,1st-level,Abjuration,A,"You hyper- sensitize your reflexes to near- animalistic clarity. Until the start of your next turn:
- You gain +2 AC,
- Advantage on your next Dexterity save,
- You can move up to 10 feet as a reaction when targeted by an attack.",,,,,,,,,,,,,,,gain +2 ac,1.0,,,,2.0,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 rounds,,1.0,Rounds,False,False,self,Point,,Self,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/gut%20instinct.png,3137347.0,,Ranger
,Gutterwake,0.0,ORIO,Grants Advantage,Grants Advantage,ADV,,,Sorceror,"Runner, Judge, Anomalous",,0-Cantrip,Transmutation,T,"You awaken the filth of the streets. Puddles ripple, dust rises, and refuse shifts unnaturally in a 15- foot cone originating from you. Creatures within range must succeed on a Dexterity saving throw or be briefly disoriented by the sudden movement, causing them to have disadvantage on the next opportunity attack they make before the end of their next turn. If cast in an area with significant debris or liquid, you can instead create a fleeting image or pattern in the grime, which lasts for 1 minute.",,,,,,,,,,,,,,,must succeed on a Dexterity saving throw,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,15 feet,Point,15.0,Feet,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/gutterwake.png,3137348.0,,"Sorcerer, Warlock"
,Halo Brand,0.0,ORIO,Modifies AC,Modifies AC,MAC,,,Paladin,"Judge, Cultist",,1st-level,Transmutation,T,"Mark a target with a visible or invisible halo of sanctity or corruption (your choice). The target is affected based on the surrounding terrain:- On Sanctified Ground, they take an additional 1d4 chiaric damage from melee attacks.- On Desecrated Ground, they deal- 1 damage with all attacks, and their spells have- 1 spell attack.

If the terrain is not consecrated/corrupted, the effect does nothing—but casting Consecrate or Corrupt while this spell is active activates its effects immediately.",,,,,,,,,,,,,,,additional 1d4 chiaric damage,3.0,,1.0,4.0,,,,,,,,,,,,,,,,False,False,Bonus Action,1.0,Bonus Action,,1 minutes,,1.0,Minutes,False,False,30 feet,Point,30.0,Feet,,,,,,Verbal,V,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/halo%20brand.png,3137349.0,,"Cleric, Paladin"
